County,meanElev,Max NDVI,Mean NDVI,mean Tmax,mean Tmin,Hargreaves PET,Precipitation,Temp_range
Kakamega,1519.382147,0.5839736842105262,0.3515315789473684,28.119709523809526,16.19880158730159,4.761046031746032,868.2544682539681,11.920907936507938
