County,meanElev,pH,Max NDVI,Mean NDVI,mean Tmax,mean Tmin,Hargreaves PET,Precipitation,Temp_range
Kisii,1746.27962,5.391274149014031,0.6014750000000001,0.373475,25.733233333333335,15.125283333333334,4.3720125,1822.552375,10.60795
Kisii,1746.27962,5.391274149014031,0.6014750000000001,0.373475,25.733233333333335,15.125283333333334,4.3720125,1822.552375,10.60795
Kisii,1746.27962,5.391274149014031,0.6014750000000001,0.373475,25.733233333333335,15.125283333333334,4.3720125,1822.552375,10.60795
Kakamega,1519.382147,5.667085342542705,0.5872125,0.35262499999999997,28.700712000000003,16.225452,4.979984,2073.0085,12.475260000000002
Kakamega,1519.382147,5.667085342542705,0.5872125,0.35262499999999997,28.700712000000003,16.225452,4.979984,2073.0085,12.475260000000002
Kisii,1746.27962,5.391274149014031,0.6014750000000001,0.373475,25.733233333333335,15.125283333333334,4.3720125,1822.552375,10.60795
Kisii,1746.27962,5.391274149014031,0.6014750000000001,0.373475,25.733233333333335,15.125283333333334,4.3720125,1822.552375,10.60795
Kisii,1746.27962,5.391274149014031,0.6014750000000001,0.373475,25.733233333333335,15.125283333333334,4.3720125,1822.552375,10.60795
Siaya,1211.014926,5.936669177236241,0.5980125000000001,0.34497500000000003,25.610604166666665,21.685287499999998,2.87785,2088.4157250000003,3.9253166666666672
Siaya,1211.014926,5.936669177236241,0.5980125000000001,0.34497500000000003,25.610604166666665,21.685287499999998,2.87785,2088.4157250000003,3.9253166666666672
Machakos,1342.915803,6.457809787074084,0.575475,0.125025,27.716620833333337,16.055766666666667,4.762229166666667,778.1897833333334,11.66085416666667
Machakos,1342.915803,6.457809787074084,0.575475,0.125025,27.716620833333337,16.055766666666667,4.762229166666667,778.1897833333334,11.66085416666667
Kilifi,147.5637627,6.479316464645482,0.45118888888888886,0.17372222222222222,31.367876000000003,22.238444,4.743796,586.9660916666667,9.129432000000001
Kisii,1746.27962,5.391274149014031,0.6014750000000001,0.373475,25.733233333333335,15.125283333333334,4.3720125,1822.552375,10.60795
Siaya,1211.014926,5.936669177236241,0.5980125000000001,0.34497500000000003,25.610604166666665,21.685287499999998,2.87785,2088.4157250000003,3.9253166666666672
Migori,1343.795281,5.898413450078071,0.5778249999999999,0.206725,27.666175,19.5413,4.1402125,1424.9367083333334,8.124875
Kakamega,1519.382147,5.667085342542705,0.5872125,0.35262499999999997,28.700712000000003,16.225452,4.979984,2073.0085,12.475260000000002
Kericho,1971.908546,5.581916293774356,0.6348166666666667,0.3937166666666667,28.86922173913043,17.371569565217392,4.867908695652174,2050.9835166666667,11.497652173913039
Meru,1501.698298,6.191468566171219,0.5369666666666667,0.10923333333333334,28.348664,16.808111999999998,4.823116,968.745075,11.540552000000002
Nakuru,2139.435021,6.158772747176582,0.6360857142857144,0.3403428571428571,22.698728000000003,11.835163999999999,4.06064,1147.933525,10.863564000000004
